Values_code,Date,Temperatura
ANTIOQUIA,2021-02-17,20.933333333333334
ANTIOQUIA,2021-02-18,18.8
ANTIOQUIA,2021-02-19,19.599999999999998
ANTIOQUIA,2021-02-20,19.733333333333334
ANTIOQUIA,2021-02-21,19.8
ANTIOQUIA,2021-02-22,19.933333333333334
ANTIOQUIA,2021-02-23,20.666666666666668
ANTIOQUIA,2021-02-24,21.733333333333334
ANTIOQUIA,2021-02-25,22.53333333333333
ANTIOQUIA,2021-02-26,20.599999999999998
ANTIOQUIA,2021-02-27,19.866666666666664
ANTIOQUIA,2021-02-28,19.333333333333332
ANTIOQUIA,2021-03-01,20.266666666666666
ANTIOQUIA,2021-03-02,19.133333333333333
ANTIOQUIA,2021-03-03,19.066666666666666
ANTIOQUIA,2021-03-04,19.2
ANTIOQUIA,2021-03-05,19.133333333333333
ANTIOQUIA,2021-03-06,17.799999999999997
ANTIOQUIA,2021-03-07,21.333333333333332
ANTIOQUIA,2021-03-08,19.333333333333332
ANTIOQUIA,2021-03-09,20.133333333333336
ANTIOQUIA,2021-03-10,19.666666666666668
ANTIOQUIA,2021-03-11,18.466666666666665
ANTIOQUIA,2021-03-12,15.9
ANTIOQUIA,2021-03-13,18.466666666666665
ANTIOQUIA,2021-03-14,19.733333333333334
ANTIOQUIA,2021-03-15,19.066666666666666
ANTIOQUIA,2021-03-16,19.333333333333332
ANTIOQUIA,2021-03-17,18.266666666666666
ANTIOQUIA,2021-03-18,18.533333333333335
ANTIOQUIA,2021-03-19,19.533333333333335
ANTIOQUIA,2021-03-20,19.53333333333333
ANTIOQUIA,2021-03-21,20.46666666666667
ANTIOQUIA,2021-03-22,18.2
ANTIOQUIA,2021-03-23,18.133333333333333
ANTIOQUIA,2021-03-24,19.333333333333332
ANTIOQUIA,2021-03-25,20.666666666666668
ANTIOQUIA,2021-03-26,19.866666666666664
ANTIOQUIA,2021-03-27,20.066666666666666
ANTIOQUIA,2021-03-28,20.333333333333332
ANTIOQUIA,2021-03-29,20.133333333333336
ANTIOQUIA,2021-03-30,21.666666666666668
ANTIOQUIA,2021-03-31,21.8
ANTIOQUIA,2021-04-01,19.0
ANTIOQUIA,2021-04-02,20.599999999999998
ANTIOQUIA,2021-04-03,20.400000000000002
ANTIOQUIA,2021-04-04,20.2
ANTIOQUIA,2021-04-05,18.8
ANTIOQUIA,2021-04-06,19.46666666666667
ANTIOQUIA,2021-04-07,20.133333333333333
ANTIOQUIA,2021-04-08,19.933333333333334
ANTIOQUIA,2021-04-09,18.0
ANTIOQUIA,2021-04-10,19.133333333333336
ANTIOQUIA,2021-04-11,21.2
ANTIOQUIA,2021-04-12,21.133333333333333
ANTIOQUIA,2021-04-13,21.133333333333333
ANTIOQUIA,2021-04-14,20.733333333333334
ANTIOQUIA,2021-04-15,20.400000000000002
ANTIOQUIA,2021-04-16,18.8
ANTIOQUIA,2021-04-17,20.266666666666666
ANTIOQUIA,2021-04-18,20.533333333333335
ANTIOQUIA,2021-04-19,20.8
ANTIOQUIA,2021-04-20,21.066666666666666
ANTIOQUIA,2021-04-21,19.266666666666666
ANTIOQUIA,2021-04-22,21.53333333333333
ANTIOQUIA,2021-04-23,18.933333333333334
ANTIOQUIA,2021-04-24,20.933333333333334
ANTIOQUIA,2021-04-25,21.666666666666668
ANTIOQUIA,2021-04-26,20.533333333333335
ANTIOQUIA,2021-04-27,17.466666666666665
ANTIOQUIA,2021-04-28,18.466666666666665
ANTIOQUIA,2021-04-29,18.333333333333332
ANTIOQUIA,2021-04-30,18.666666666666668
ANTIOQUIA,2021-05-01,18.2
ANTIOQUIA,2021-05-02,18.666666666666668
ANTIOQUIA,2021-05-03,18.466666666666665
ANTIOQUIA,2021-05-04,18.8
ANTIOQUIA,2021-05-05,19.666666666666668
ANTIOQUIA,2021-05-06,20.133333333333336
ANTIOQUIA,2021-05-07,20.733333333333334
ANTIOQUIA,2021-05-08,19.933333333333334
ANTIOQUIA,2021-05-09,19.533333333333335
ANTIOQUIA,2021-05-10,20.133333333333336
ANTIOQUIA,2021-05-11,21.53333333333333
ANTIOQUIA,2021-05-12,21.333333333333332
ANTIOQUIA,2021-05-13,21.333333333333332
ANTIOQUIA,2021-05-14,21.599999999999998
ANTIOQUIA,2021-05-15,21.0
ANTIOQUIA,2021-05-16,20.066666666666666
ANTIOQUIA,2021-05-17,19.733333333333334
ANTIOQUIA,2021-05-18,18.0
ANTIOQUIA,2021-05-19,21.0
ANTIOQUIA,2021-05-20,22.133333333333336
ANTIOQUIA,2021-05-21,20.066666666666666
ANTIOQUIA,2021-05-22,20.0
ANTIOQUIA,2021-05-23,21.0
ANTIOQUIA,2021-05-24,20.333333333333332
ANTIOQUIA,2021-05-25,20.8
ANTIOQUIA,2021-05-26,20.466666666666665
ANTIOQUIA,2021-05-27,20.133333333333336
ANTIOQUIA,2021-05-28,18.53333333333333
ANTIOQUIA,2021-05-29,17.8
ANTIOQUIA,2021-05-30,19.599999999999998
ANTIOQUIA,2021-05-31,20.266666666666666
ANTIOQUIA,2021-06-01,18.8
ANTIOQUIA,2021-06-02,19.266666666666666
ANTIOQUIA,2021-06-03,21.266666666666666
ANTIOQUIA,2021-06-04,20.533333333333335
ANTIOQUIA,2021-06-05,19.8
ANTIOQUIA,2021-06-06,19.666666666666668
ANTIOQUIA,2021-06-07,18.8
ANTIOQUIA,2021-06-08,18.0
ANTIOQUIA,2021-06-09,17.533333333333335
ANTIOQUIA,2021-06-10,19.8
ANTIOQUIA,2021-06-11,21.066666666666666
ANTIOQUIA,2021-06-12,20.466666666666665
ANTIOQUIA,2021-06-13,18.666666666666668
ANTIOQUIA,2021-06-14,18.333333333333332
ANTIOQUIA,2021-06-15,19.0
ANTIOQUIA,2021-06-16,20.2
ANTIOQUIA,2021-06-17,19.666666666666668
ANTIOQUIA,2021-06-18,19.666666666666668
ANTIOQUIA,2021-06-19,20.2
ANTIOQUIA,2021-06-20,20.066666666666666
ANTIOQUIA,2021-06-21,18.46666666666667
ANTIOQUIA,2021-06-22,17.866666666666667
ANTIOQUIA,2021-06-23,18.733333333333334
ANTIOQUIA,2021-06-24,18.066666666666666
ANTIOQUIA,2021-06-25,17.700000000000003
ANTIOQUIA,2021-06-26,18.266666666666666
ANTIOQUIA,2021-06-27,18.8
ANTIOQUIA,2021-06-28,19.066666666666666
ANTIOQUIA,2021-06-29,21.2
ANTIOQUIA,2021-06-30,19.46666666666667
ANTIOQUIA,2021-07-01,18.46666666666667
ANTIOQUIA,2021-07-02,20.0
ANTIOQUIA,2021-07-03,20.53333333333333
ANTIOQUIA,2021-07-04,19.8
ANTIOQUIA,2021-07-05,19.933333333333334
ANTIOQUIA,2021-07-06,20.733333333333334
ANTIOQUIA,2021-07-07,20.866666666666667
ANTIOQUIA,2021-07-08,20.8
ANTIOQUIA,2021-07-09,20.599999999999998
ANTIOQUIA,2021-07-10,18.533333333333335
ANTIOQUIA,2021-07-11,19.8
ANTIOQUIA,2021-07-12,20.8
ANTIOQUIA,2021-07-13,21.066666666666666
ANTIOQUIA,2021-07-14,21.0
ANTIOQUIA,2021-07-15,22.066666666666666
ANTIOQUIA,2021-07-16,20.133333333333333
ANTIOQUIA,2021-07-17,18.933333333333334
ANTIOQUIA,2021-07-18,20.133333333333336
ANTIOQUIA,2021-07-19,21.933333333333334
ANTIOQUIA,2021-07-20,21.866666666666664
ANTIOQUIA,2021-07-21,20.866666666666667
ANTIOQUIA,2021-07-22,20.400000000000002
ANTIOQUIA,2021-07-23,21.333333333333332
ANTIOQUIA,2021-07-24,18.933333333333334
ANTIOQUIA,2021-07-25,17.866666666666667
ANTIOQUIA,2021-07-26,19.133333333333336
ANTIOQUIA,2021-07-27,16.933333333333334
ANTIOQUIA,2021-07-28,20.533333333333335
ANTIOQUIA,2021-07-29,19.933333333333334
ANTIOQUIA,2021-07-30,19.866666666666664
ANTIOQUIA,2021-07-31,21.53333333333333
ANTIOQUIA,2021-08-01,21.599999999999998
ANTIOQUIA,2021-08-02,22.133333333333336
ANTIOQUIA,2021-08-03,17.8
ANTIOQUIA,2021-08-04,20.066666666666666
ANTIOQUIA,2021-08-05,21.400000000000002
ANTIOQUIA,2021-08-06,18.299999999999997
ANTIOQUIA,2021-08-07,20.866666666666667
ANTIOQUIA,2021-08-08,18.599999999999998
ANTIOQUIA,2021-08-09,19.53333333333333
ANTIOQUIA,2021-08-10,19.933333333333334
ANTIOQUIA,2021-08-11,19.46666666666667
ANTIOQUIA,2021-08-12,18.933333333333334
ANTIOQUIA,2021-08-13,19.066666666666666
ANTIOQUIA,2021-08-14,18.0
ANTIOQUIA,2021-08-15,18.666666666666668
ANTIOQUIA,2021-08-16,18.2
ANTIOQUIA,2021-08-17,18.733333333333334
ANTIOQUIA,2021-08-18,19.666666666666668
ANTIOQUIA,2021-08-19,18.46666666666667
ANTIOQUIA,2021-08-20,18.400000000000002
ANTIOQUIA,2021-08-21,19.933333333333334
ANTIOQUIA,2021-08-22,20.400000000000002
ANTIOQUIA,2021-08-23,20.266666666666666
ANTIOQUIA,2021-08-24,19.2
ANTIOQUIA,2021-08-25,17.466666666666665
ANTIOQUIA,2021-08-26,19.133333333333336
ANTIOQUIA,2021-08-27,20.133333333333333
ANTIOQUIA,2021-08-28,19.8
ANTIOQUIA,2021-08-29,19.8
ANTIOQUIA,2021-08-30,17.533333333333335
ANTIOQUIA,2021-08-31,18.2
ANTIOQUIA,2021-09-01,19.533333333333335
ANTIOQUIA,2021-09-02,20.666666666666668
ANTIOQUIA,2021-09-03,20.53333333333333
ANTIOQUIA,2021-09-04,18.5
ANTIOQUIA,2021-09-05,18.933333333333334
ANTIOQUIA,2021-09-06,18.266666666666666
ANTIOQUIA,2021-09-07,18.866666666666667
ANTIOQUIA,2021-09-08,16.666666666666668
ANTIOQUIA,2021-09-09,19.733333333333334
ANTIOQUIA,2021-09-10,20.8
ANTIOQUIA,2021-09-11,18.333333333333332
ANTIOQUIA,2021-09-12,19.26666666666667
ANTIOQUIA,2021-09-13,19.666666666666668
ANTIOQUIA,2021-09-14,20.133333333333333
ANTIOQUIA,2021-09-15,19.2
ANTIOQUIA,2021-09-16,20.666666666666668
ANTIOQUIA,2021-09-17,21.53333333333333
ANTIOQUIA,2021-09-18,21.066666666666666
ANTIOQUIA,2021-09-19,19.8
ANTIOQUIA,2021-09-20,20.066666666666666
ANTIOQUIA,2021-09-21,18.46666666666667
ANTIOQUIA,2021-09-22,18.400000000000002
ANTIOQUIA,2021-09-23,17.599999999999998
ANTIOQUIA,2021-09-24,19.733333333333334
ANTIOQUIA,2021-09-25,22.0
ANTIOQUIA,2021-09-26,21.733333333333334
ANTIOQUIA,2021-09-27,21.333333333333332
ANTIOQUIA,2021-09-28,18.066666666666666
ANTIOQUIA,2021-09-29,17.0
ANTIOQUIA,2021-09-30,17.533333333333335
ANTIOQUIA,2021-10-01,18.866666666666664
ANTIOQUIA,2021-10-02,20.066666666666666
ANTIOQUIA,2021-10-03,20.599999999999998
ANTIOQUIA,2021-10-04,20.866666666666664
ANTIOQUIA,2021-10-05,19.8
ANTIOQUIA,2021-10-06,20.2
ANTIOQUIA,2021-10-07,20.4
ANTIOQUIA,2021-10-08,20.866666666666667
ANTIOQUIA,2021-10-09,19.133333333333333
ANTIOQUIA,2021-10-10,18.933333333333334
ANTIOQUIA,2021-10-11,19.133333333333333
ANTIOQUIA,2021-10-12,20.400000000000002
ANTIOQUIA,2021-10-13,19.666666666666668
ANTIOQUIA,2021-10-14,19.2
ANTIOQUIA,2021-10-15,19.533333333333335
ANTIOQUIA,2021-10-16,19.533333333333335
ANTIOQUIA,2021-10-17,17.666666666666668
ANTIOQUIA,2021-10-18,19.466666666666665
ANTIOQUIA,2021-10-19,20.066666666666666
ANTIOQUIA,2021-10-20,19.0
ANTIOQUIA,2021-10-21,19.266666666666666
ANTIOQUIA,2021-10-22,19.2
ANTIOQUIA,2021-10-23,18.599999999999998
ANTIOQUIA,2021-10-24,20.133333333333336
ANTIOQUIA,2021-10-25,20.0
ANTIOQUIA,2021-10-26,19.2
ANTIOQUIA,2021-10-27,18.0
ANTIOQUIA,2021-10-28,19.466666666666665
ANTIOQUIA,2021-10-29,19.0
ANTIOQUIA,2021-10-30,18.400000000000002
ANTIOQUIA,2021-10-31,18.400000000000002
ANTIOQUIA,2021-11-01,18.333333333333332
ANTIOQUIA,2021-11-02,19.0
ANTIOQUIA,2021-11-03,18.866666666666667
ANTIOQUIA,2021-11-04,18.400000000000002
ANTIOQUIA,2021-11-05,18.0
ANTIOQUIA,2021-11-06,18.933333333333334
ANTIOQUIA,2021-11-07,19.933333333333334
ANTIOQUIA,2021-11-08,18.599999999999998
ANTIOQUIA,2021-11-09,18.8
ANTIOQUIA,2021-11-10,18.2
ANTIOQUIA,2021-11-11,19.8
ANTIOQUIA,2021-11-12,19.733333333333334
ANTIOQUIA,2021-11-13,19.066666666666666
ANTIOQUIA,2021-11-14,19.0
ANTIOQUIA,2021-11-15,19.666666666666668
ANTIOQUIA,2021-11-16,20.333333333333332
ANTIOQUIA,2021-11-17,20.333333333333332
ANTIOQUIA,2021-11-18,20.133333333333333
ANTIOQUIA,2021-11-19,19.333333333333332
ANTIOQUIA,2021-11-20,19.933333333333334
ANTIOQUIA,2021-11-21,18.266666666666666
ANTIOQUIA,2021-11-22,17.866666666666667
ANTIOQUIA,2021-11-23,17.266666666666666
ANTIOQUIA,2021-11-24,18.133333333333333
ANTIOQUIA,2021-11-25,18.466666666666665
ANTIOQUIA,2021-11-26,17.599999999999998
ANTIOQUIA,2021-11-27,19.266666666666666
ANTIOQUIA,2021-11-28,20.266666666666666
ANTIOQUIA,2021-11-29,19.333333333333332
ANTIOQUIA,2021-11-30,17.666666666666668
ANTIOQUIA,2021-12-01,18.8
ANTIOQUIA,2021-12-02,19.866666666666667
ANTIOQUIA,2021-12-03,19.400000000000002
ANTIOQUIA,2021-12-04,19.866666666666667
ANTIOQUIA,2021-12-05,20.666666666666668
ANTIOQUIA,2021-12-06,21.0
ANTIOQUIA,2021-12-07,20.866666666666664
ANTIOQUIA,2021-12-08,19.733333333333334
ANTIOQUIA,2021-12-09,19.666666666666668
ANTIOQUIA,2021-12-10,18.1
ANTIOQUIA,2021-12-11,19.933333333333334
ANTIOQUIA,2021-12-12,17.466666666666665
ANTIOQUIA,2021-12-13,18.866666666666664
ANTIOQUIA,2021-12-14,19.599999999999998
ANTIOQUIA,2021-12-15,19.933333333333334
ANTIOQUIA,2021-12-16,19.666666666666668
ANTIOQUIA,2021-12-17,19.0
ANTIOQUIA,2021-12-18,17.866666666666667
ANTIOQUIA,2021-12-19,20.466666666666665
ANTIOQUIA,2021-12-20,19.8
ANTIOQUIA,2021-12-21,18.2
ANTIOQUIA,2021-12-22,20.266666666666666
ANTIOQUIA,2021-12-23,20.333333333333332
ANTIOQUIA,2021-12-24,20.400000000000002
ANTIOQUIA,2021-12-25,21.866666666666664
ANTIOQUIA,2021-12-26,18.8
ANTIOQUIA,2021-12-27,18.666666666666668
ANTIOQUIA,2021-12-28,19.2
ANTIOQUIA,2021-12-29,18.866666666666664
ANTIOQUIA,2021-12-30,19.53333333333333
ANTIOQUIA,2021-12-31,19.8
ANTIOQUIA,2022-01-01,19.333333333333332
ANTIOQUIA,2022-01-02,18.333333333333332
ANTIOQUIA,2022-01-03,20.0
ANTIOQUIA,2022-01-04,19.0
ANTIOQUIA,2022-01-05,20.133333333333333
ANTIOQUIA,2022-01-06,17.933333333333334
ANTIOQUIA,2022-01-07,18.333333333333332
ANTIOQUIA,2022-01-08,18.2
ANTIOQUIA,2022-01-09,19.53333333333333
ANTIOQUIA,2022-01-10,19.0
ANTIOQUIA,2022-01-11,18.2
ANTIOQUIA,2022-01-12,18.933333333333334
ANTIOQUIA,2022-01-13,18.733333333333334
ANTIOQUIA,2022-01-14,19.2
ANTIOQUIA,2022-01-15,18.599999999999998
ANTIOQUIA,2022-01-16,20.266666666666666
ANTIOQUIA,2022-01-17,19.333333333333332
ANTIOQUIA,2022-01-18,19.066666666666666
ANTIOQUIA,2022-01-19,21.266666666666666
ANTIOQUIA,2022-01-20,22.066666666666666
ANTIOQUIA,2022-01-21,21.599999999999998
ANTIOQUIA,2022-01-22,20.066666666666666
ANTIOQUIA,2022-01-23,20.333333333333332
ANTIOQUIA,2022-01-24,20.933333333333334
ANTIOQUIA,2022-01-25,19.666666666666668
ANTIOQUIA,2022-01-26,19.599999999999998
ANTIOQUIA,2022-01-27,20.2
ANTIOQUIA,2022-01-28,20.666666666666668
ANTIOQUIA,2022-01-29,19.733333333333334
ANTIOQUIA,2022-01-30,20.0
ANTIOQUIA,2022-01-31,19.666666666666668
ANTIOQUIA,2022-02-01,20.133333333333336
ANTIOQUIA,2022-02-02,20.533333333333335
ANTIOQUIA,2022-02-03,20.46666666666667
ANTIOQUIA,2022-02-04,18.2
ANTIOQUIA,2022-02-05,19.333333333333332
ANTIOQUIA,2022-02-06,19.8
ANTIOQUIA,2022-02-07,18.266666666666666
ANTIOQUIA,2022-02-08,17.733333333333334
ANTIOQUIA,2022-02-09,17.53333333333333
ANTIOQUIA,2022-02-10,19.599999999999998
ANTIOQUIA,2022-02-11,20.400000000000002
ANTIOQUIA,2022-02-12,21.266666666666666
ANTIOQUIA,2022-02-13,19.066666666666666
ANTIOQUIA,2022-02-14,18.133333333333336
ANTIOQUIA,2022-02-15,19.8
ANTIOQUIA,2022-02-16,20.466666666666665
ANTIOQUIA,2022-02-17,20.73333333333333
ANTIOQUIA,2022-02-18,17.133333333333333
ANTIOQUIA,2022-02-19,19.266666666666666
ANTIOQUIA,2022-02-20,20.066666666666666
ANTIOQUIA,2022-02-21,20.133333333333336
ANTIOQUIA,2022-02-22,21.0
ANTIOQUIA,2022-02-23,20.599999999999998
ANTIOQUIA,2022-02-24,20.733333333333334
ANTIOQUIA,2022-02-25,21.599999999999998
ANTIOQUIA,2022-02-26,19.53333333333333
ANTIOQUIA,2022-02-27,18.8
ANTIOQUIA,2022-02-28,17.8
ANTIOQUIA,2022-03-01,19.400000000000002
ANTIOQUIA,2022-03-02,16.666666666666668
ANTIOQUIA,2022-03-03,19.2
ANTIOQUIA,2022-03-04,18.466666666666665
ANTIOQUIA,2022-03-05,18.0
ANTIOQUIA,2022-03-06,16.666666666666668
ANTIOQUIA,2022-03-07,19.266666666666666
ANTIOQUIA,2022-03-08,18.933333333333334
ANTIOQUIA,2022-03-09,19.066666666666666
ANTIOQUIA,2022-03-10,20.0
ANTIOQUIA,2022-03-11,19.666666666666668
ANTIOQUIA,2022-03-12,20.733333333333334
ANTIOQUIA,2022-03-13,22.2
ANTIOQUIA,2022-03-14,20.4
ANTIOQUIA,2022-03-15,19.400000000000002
ANTIOQUIA,2022-03-16,19.066666666666666
ANTIOQUIA,2022-03-17,18.933333333333334
ANTIOQUIA,2022-03-18,20.133333333333333
ANTIOQUIA,2022-03-19,20.133333333333333
ANTIOQUIA,2022-03-20,20.133333333333333
ANTIOQUIA,2022-03-21,20.0
ANTIOQUIA,2022-03-22,20.066666666666666
ANTIOQUIA,2022-03-23,20.0
ANTIOQUIA,2022-03-24,20.866666666666667
ANTIOQUIA,2022-03-25,19.133333333333333
ANTIOQUIA,2022-03-26,20.533333333333335
ANTIOQUIA,2022-03-27,18.2
ANTIOQUIA,2022-03-28,19.733333333333334
ANTIOQUIA,2022-03-29,19.066666666666666
ANTIOQUIA,2022-03-30,17.866666666666667
ANTIOQUIA,2022-03-31,18.0
ANTIOQUIA,2022-04-01,18.933333333333334
ANTIOQUIA,2022-04-02,20.666666666666668
ANTIOQUIA,2022-04-03,18.933333333333334
ANTIOQUIA,2022-04-04,18.933333333333334
ANTIOQUIA,2022-04-05,19.866666666666664
ANTIOQUIA,2022-04-06,20.066666666666666
ANTIOQUIA,2022-04-07,18.933333333333334
ANTIOQUIA,2022-04-08,19.066666666666666
ANTIOQUIA,2022-04-09,20.133333333333336
ANTIOQUIA,2022-04-10,20.666666666666668
ANTIOQUIA,2022-04-11,19.666666666666668
ANTIOQUIA,2022-04-12,21.53333333333333
ANTIOQUIA,2022-04-13,19.8
ANTIOQUIA,2022-04-14,20.466666666666665
ANTIOQUIA,2022-04-15,21.066666666666666
ANTIOQUIA,2022-04-16,19.400000000000002
ANTIOQUIA,2022-04-17,19.53333333333333
ANTIOQUIA,2022-04-18,18.8
ANTIOQUIA,2022-04-19,18.866666666666667
ANTIOQUIA,2022-04-20,17.866666666666667
ANTIOQUIA,2022-04-21,18.266666666666666
ANTIOQUIA,2022-04-22,17.6
ANTIOQUIA,2022-04-23,20.666666666666668
ANTIOQUIA,2022-04-24,19.133333333333333
ANTIOQUIA,2022-04-25,18.133333333333333
ANTIOQUIA,2022-04-26,19.2
ANTIOQUIA,2022-04-27,19.533333333333335
ANTIOQUIA,2022-04-28,17.933333333333334
ANTIOQUIA,2022-04-29,20.8
ANTIOQUIA,2022-04-30,20.533333333333335
ANTIOQUIA,2022-05-01,21.866666666666664
ANTIOQUIA,2022-05-02,20.599999999999998
ANTIOQUIA,2022-05-03,21.2
ANTIOQUIA,2022-05-04,21.53333333333333
ANTIOQUIA,2022-05-05,18.666666666666668
ANTIOQUIA,2022-05-06,17.866666666666664
ANTIOQUIA,2022-05-07,18.2
ANTIOQUIA,2022-05-08,20.066666666666666
ANTIOQUIA,2022-05-09,19.0
ANTIOQUIA,2022-05-10,19.066666666666666
ANTIOQUIA,2022-05-11,18.133333333333336
ANTIOQUIA,2022-05-12,20.8
ANTIOQUIA,2022-05-13,20.2
ANTIOQUIA,2022-05-14,20.8
ANTIOQUIA,2022-05-15,21.600000000000005
ANTIOQUIA,2022-05-16,20.333333333333332
ANTIOQUIA,2022-05-17,18.466666666666665
ANTIOQUIA,2022-05-18,18.733333333333334
ANTIOQUIA,2022-05-19,19.0
ANTIOQUIA,2022-05-20,18.266666666666666
ANTIOQUIA,2022-05-21,19.333333333333332
ANTIOQUIA,2022-05-22,20.733333333333334
ANTIOQUIA,2022-05-23,20.266666666666666
ANTIOQUIA,2022-05-24,19.933333333333334
ANTIOQUIA,2022-05-25,20.0
ANTIOQUIA,2022-05-26,19.133333333333333
ANTIOQUIA,2022-05-27,20.733333333333334
ANTIOQUIA,2022-05-28,20.733333333333334
ANTIOQUIA,2022-05-29,17.9
ANTIOQUIA,2022-05-30,19.133333333333333
ANTIOQUIA,2022-05-31,19.266666666666666
ANTIOQUIA,2022-06-01,18.866666666666667
ANTIOQUIA,2022-06-02,18.8
ANTIOQUIA,2022-06-03,17.599999999999998
ANTIOQUIA,2022-06-04,17.8
ANTIOQUIA,2022-06-05,18.533333333333335
ANTIOQUIA,2022-06-06,18.266666666666666
ANTIOQUIA,2022-06-07,17.46666666666667
ANTIOQUIA,2022-06-08,18.266666666666666
ANTIOQUIA,2022-06-09,18.133333333333336
ANTIOQUIA,2022-06-10,19.466666666666665
ANTIOQUIA,2022-06-11,17.933333333333334
ANTIOQUIA,2022-06-12,17.9
ANTIOQUIA,2022-06-13,18.8
ANTIOQUIA,2022-06-14,18.0
ANTIOQUIA,2022-06-15,17.866666666666664
ANTIOQUIA,2022-06-16,19.400000000000002
ANTIOQUIA,2022-06-17,18.0
ANTIOQUIA,2022-06-18,17.933333333333334
ANTIOQUIA,2022-06-19,18.599999999999998
ANTIOQUIA,2022-06-20,18.333333333333332
ANTIOQUIA,2022-06-21,18.333333333333332
ANTIOQUIA,2022-06-22,19.666666666666668
ANTIOQUIA,2022-06-23,19.533333333333335
ANTIOQUIA,2022-06-24,18.933333333333334
ANTIOQUIA,2022-06-25,18.866666666666667
ANTIOQUIA,2022-06-26,18.466666666666665
ANTIOQUIA,2022-06-27,17.3
ANTIOQUIA,2022-06-28,18.2
ANTIOQUIA,2022-06-29,18.866666666666667
ANTIOQUIA,2022-06-30,18.400000000000002
ANTIOQUIA,2022-07-01,19.533333333333335
ANTIOQUIA,2022-07-02,20.333333333333332
ANTIOQUIA,2022-07-03,20.866666666666664
ANTIOQUIA,2022-07-04,20.26666666666667
ANTIOQUIA,2022-07-05,21.066666666666666
ANTIOQUIA,2022-07-06,19.666666666666668
ANTIOQUIA,2022-07-07,21.0
ANTIOQUIA,2022-07-08,20.333333333333332
ANTIOQUIA,2022-07-09,20.933333333333334
ANTIOQUIA,2022-07-10,20.53333333333333
ANTIOQUIA,2022-07-11,18.0
ANTIOQUIA,2022-07-12,19.599999999999998
ANTIOQUIA,2022-07-13,19.599999999999998
ANTIOQUIA,2022-07-14,20.46666666666667
ANTIOQUIA,2022-07-15,19.666666666666668
ANTIOQUIA,2022-07-16,20.133333333333333
ANTIOQUIA,2022-07-17,20.400000000000002
ANTIOQUIA,2022-07-18,20.466666666666665
ANTIOQUIA,2022-07-19,21.53333333333333
ANTIOQUIA,2022-07-20,20.599999999999998
ANTIOQUIA,2022-07-21,19.8
ANTIOQUIA,2022-07-22,19.666666666666668
ANTIOQUIA,2022-07-23,17.933333333333334
ANTIOQUIA,2022-07-24,19.066666666666666
ANTIOQUIA,2022-07-25,18.0
ANTIOQUIA,2022-07-26,18.8
ANTIOQUIA,2022-07-27,19.133333333333333
ANTIOQUIA,2022-07-28,18.0
ANTIOQUIA,2022-07-29,20.266666666666666
ANTIOQUIA,2022-07-30,21.266666666666666
ANTIOQUIA,2022-07-31,19.666666666666668
ANTIOQUIA,2022-08-01,18.8
ANTIOQUIA,2022-08-02,18.666666666666668
ANTIOQUIA,2022-08-03,19.8
ANTIOQUIA,2022-08-04,20.133333333333333
