Id,Values_code,Values_MarketType,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date
MercadoComercializacion,NORTE DE SANTANDER,REGULADO,200057.04,192297.84,181887.99,175977.19,173740.45,175233.79,182086.04,200633.47,214209.88,229985.88,246746.16,245232.02,234735.49,248182.8,267148.47,264835.09,261215.25,250543.59,251282.54,251327.01,251723.69,247424.69,236071.34,220886.55,2024-08-27
MercadoComercializacion,PEREIRA,NO REGULADO,23955.14,23579.1,22837.58,23399.66,24156.04,24608.98,22073.56,24493.44,25256.06,25825.0,27479.29,27427.44,27204.77,28707.64,28197.38,28238.58,28067.01,27095.78,31559.47,30847.09,29535.64,27147.15,24526.66,24217.96,2024-08-27
MercadoComercializacion,PEREIRA,REGULADO,42199.97,39416.38,38099.99,37884.65,39796.84,45476.85,52883.22,57699.79,63722.98,67537.6,72114.96,76522.43,77063.4,78410.26,80643.04,81810.67,81177.34,78228.35,77978.38,80696.4,76552.99,68277.53,56074.46,50072.45,2024-08-27
MercadoComercializacion,POPAYAN - PURACE,NO REGULADO,86.99,84.9,86.72,84.71,82.46,94.08,106.61,136.59,181.36,192.55,222.45,221.63,207.26,170.9,184.27,211.24,220.69,201.79,189.39,209.71,190.04,171.46,118.98,94.02,2024-08-27
MercadoComercializacion,POPAYAN - PURACE,REGULADO,340.13,359.6,350.25,341.5,360.21,428.51,452.5,503.39,525.25,619.36,558.06,558.68,607.17,875.15,739.2,779.65,762.47,586.3,534.29,718.81,719.95,640.02,499.27,238.27,2024-08-27
MercadoComercializacion,PUTUMAYO,NO REGULADO,4461.99,4431.25,4479.61,4647.66,4559.02,4524.46,4274.94,3946.97,4042.25,4186.73,3587.04,4115.86,3575.14,4025.0,3819.09,3927.39,4098.34,4367.05,4437.22,4396.32,4503.02,4577.48,4616.39,4415.3,2024-08-27
MercadoComercializacion,PUTUMAYO,REGULADO,6993.38,6558.06,6351.21,6247.32,6215.52,6984.74,7212.07,7679.52,8688.92,9432.48,10431.84,11219.37,10806.77,10780.03,11840.78,12078.21,12038.71,11741.17,12388.58,13753.09,13326.37,12326.85,10150.18,8690.74,2024-08-27
MercadoComercializacion,QUINDIO,NO REGULADO,6367.37,6183.71,6396.1,6275.01,6488.78,6396.23,6589.43,7403.54,7762.67,8014.75,8807.43,8652.98,7783.61,7605.99,8001.25,8210.17,8237.38,7804.75,7833.17,7505.9,7804.69,7099.86,6454.01,6603.26,2024-08-27
MercadoComercializacion,QUINDIO,REGULADO,41289.3,38579.32,37051.27,36663.76,37996.21,44203.96,47403.64,52404.31,56710.94,61064.79,65703.86,69836.97,68851.83,68426.93,70347.49,69680.61,69288.06,67510.98,73213.59,77214.38,74195.15,67626.98,57679.23,48697.53,2024-08-27
MercadoComercializacion,RUITOQUE,NO REGULADO,83.01,84.95,84.13,81.46,76.09,78.66,82.49,85.03,95.1,106.15,126.07,130.31,148.73,126.6,112.27,116.03,130.66,141.23,129.25,113.65,114.86,103.44,100.8,92.1,2024-08-27
MercadoComercializacion,RUITOQUE,REGULADO,1500.64,1449.95,1403.92,1398.45,1409.62,1504.69,1555.62,1750.86,1747.19,1588.77,1648.76,1732.83,1608.1,1607.97,1714.89,1662.06,1768.68,1883.72,2198.46,2203.91,2153.18,1972.37,1840.82,1698.57,2024-08-27
MercadoComercializacion,SANTANDER,NO REGULADO,131334.65,133558.0,133853.62,133698.46,135783.26,138669.56,143106.41,150891.32,152234.94,153576.53,157651.15,160487.17,156382.9,162405.48,161574.74,165118.57,129513.95,156188.96,162919.19,155947.66,152559.59,145270.85,136170.28,136746.38,2024-08-27
MercadoComercializacion,SANTANDER,REGULADO,230527.67,220755.19,213822.44,210645.34,214297.82,226418.89,235115.13,265626.55,294726.04,307997.84,327000.59,338449.22,325170.36,338410.95,356467.06,357629.93,345836.68,334542.06,352154.55,355448.02,344880.08,325172.69,297592.24,269444.61,2024-08-27
MercadoComercializacion,TOLIMA,NO REGULADO,31995.28,31228.3,30270.84,31519.49,31524.22,30839.16,30103.18,33028.95,52327.34,50232.52,55158.86,55937.59,48635.31,40889.11,41628.97,41456.39,41182.88,39659.63,38485.58,37107.18,36391.48,35210.82,35540.78,33064.95,2024-08-27
MercadoComercializacion,TOLIMA,REGULADO,122827.74,118102.99,113941.72,111692.34,113000.29,119576.57,119919.58,128369.66,140081.68,149194.45,157089.02,163749.47,161389.84,162467.0,168463.85,169814.79,169392.57,166769.37,182588.5,191064.55,185377.79,174682.03,153741.21,139766.36,2024-08-27
MercadoComercializacion,TULUA,NO REGULADO,9474.78,9541.32,8940.3,8789.99,9157.29,9348.49,6865.34,5266.55,4094.51,4409.47,4402.55,4459.03,4367.93,4472.33,4632.2,4810.53,5576.03,6664.3,10076.39,10037.58,10207.09,10243.98,9894.76,9908.86,2024-08-27
MercadoComercializacion,TULUA,REGULADO,14889.33,13948.22,13469.03,13186.52,13336.88,14630.79,15939.27,18064.39,20566.14,22740.51,24979.18,26311.79,25121.45,25211.91,27323.23,27946.44,27554.67,26486.26,24874.58,26038.06,25112.08,23548.17,20573.25,17543.21,2024-08-27
MercadoComercializacion,VALLE DEL CAUCA,NO REGULADO,146279.05,145872.73,146992.1,147963.4,148225.27,151400.88,141301.9,139156.47,123185.91,118509.19,119765.62,119996.52,117489.05,121590.79,121666.59,124272.24,140107.45,149220.9,152807.45,152993.54,154603.5,151114.2,146025.54,146389.18,2024-08-27
MercadoComercializacion,VALLE DEL CAUCA,REGULADO,154950.45,144903.62,139720.78,139235.45,140912.24,151230.02,157576.81,172524.81,183124.33,204894.6,215780.94,221084.2,218481.77,228440.56,231866.66,232854.72,230461.18,219305.56,235462.93,247206.64,240543.86,219499.46,193744.96,172111.63,2024-08-27
MercadoComercializacion,VALLE DEL SIBUNDOY,REGULADO,1020.75,962.31,939.81,914.56,971.56,1339.52,2186.97,1666.65,1566.79,1585.54,1534.4,1613.85,1551.09,1442.88,1601.86,1584.32,1620.4,1816.93,2263.69,2457.5,2241.9,1889.98,1452.32,1137.94,2024-08-27
MercadoComercializacion,ANTIOQUIA,NO REGULADO,371156.22,370383.23,359456.07,356808.88,362714.79,374441.29,376523.52,401310.85,400296.03,399885.74,405167.3,415452.43,406451.57,400869.69,407655.83,412239.31,403813.47,396932.16,419441.51,419119.52,410357.42,386008.1,370528.78,368123.59,2024-08-28
MercadoComercializacion,ANTIOQUIA,REGULADO,700292.84,662295.9,642424.15,641198.09,691315.76,801530.53,897395.53,953763.29,1016086.27,1057920.1,1121605.63,1166911.87,1162117.61,1149181.04,1160320.66,1162367.14,1137228.0,1089008.12,1128014.65,1150836.52,1100626.36,1010353.14,887144.59,782113.36,2024-08-28
MercadoComercializacion,ARAUCA,NO REGULADO,98231.08,98394.29,98666.97,98460.65,98293.87,98750.77,98431.21,98297.53,98060.05,97528.01,98550.61,98447.75,99044.2,98260.37,97783.56,98370.11,99137.79,99071.28,99576.25,99187.97,99089.17,98902.69,99145.38,98983.0,2024-08-28
MercadoComercializacion,ARAUCA,REGULADO,36473.06,34914.8,33787.8,32847.69,32378.41,32073.44,31366.03,34282.63,34793.84,33894.4,33481.66,33335.49,30132.93,30164.05,32262.15,33116.64,33493.82,33135.27,36970.47,37408.48,36397.27,34708.64,32185.03,30236.53,2024-08-28
MercadoComercializacion,BAJO PUTUMAYO,NO REGULADO,142.76,132.08,133.41,127.18,124.61,139.41,162.2,190.27,194.5,199.08,239.94,249.21,240.44,268.68,280.53,279.46,274.29,254.48,214.4,218.2,202.54,172.72,169.29,157.41,2024-08-28
MercadoComercializacion,BAJO PUTUMAYO,REGULADO,7799.69,7496.87,7234.97,7101.8,7252.72,8045.86,8598.64,9361.08,10191.97,11304.25,11733.94,12165.92,12094.1,12834.37,13758.19,13803.33,13485.67,13352.56,14703.0,14554.49,13566.14,12081.67,10264.27,8766.94,2024-08-28
MercadoComercializacion,BOGOTA - CUNDINAMARCA,NO REGULADO,593785.62,583923.52,552070.02,531813.7,522436.25,521016.01,552957.05,577868.4,584503.52,588325.52,596226.4,599420.9,596736.03,590282.34,584730.09,587177.35,589199.24,585325.61,577965.23,579886.01,578186.01,554130.49,552322.22,581129.56,2024-08-28
MercadoComercializacion,BOGOTA - CUNDINAMARCA,REGULADO,943671.87,890560.92,871781.76,895411.21,1061535.44,1321596.17,1375087.69,1469524.36,1553072.55,1587847.02,1603157.74,1661137.73,1641589.46,1609035.69,1606296.1,1592599.65,1560035.36,1535072.35,1672135.54,1680486.26,1592094.52,1442106.65,1210902.55,1049386.35,2024-08-28
MercadoComercializacion,BOYACA,NO REGULADO,364305.21,357125.8,364363.34,360728.93,362421.91,352643.67,333852.84,326332.44,322351.51,320227.18,315016.23,322175.14,323666.78,323245.22,318536.83,310080.18,331674.86,334086.4,345468.01,349830.83,341594.09,333994.22,346152.13,322367.07,2024-08-28
MercadoComercializacion,BOYACA,REGULADO,74699.34,72553.59,68871.5,69840.62,74182.71,99816.53,128134.55,126029.86,130025.38,135109.87,136197.95,139367.73,134515.64,130489.81,133632.99,138044.17,136415.93,132997.71,136302.59,134280.83,129268.75,111512.46,92152.06,79181.61,2024-08-28
MercadoComercializacion,CALDAS,NO REGULADO,74716.52,73997.84,74452.77,73588.16,75375.06,72318.58,73217.46,80956.83,75008.97,81944.29,81543.79,83722.77,84777.24,83477.07,83564.25,86128.35,82681.38,83478.09,82656.63,81153.11,84571.65,80238.02,78034.86,81575.77,2024-08-28
MercadoComercializacion,CALDAS,REGULADO,93144.19,87337.44,84349.45,83970.36,89690.79,108416.75,119752.01,124065.96,129740.52,136700.8,145378.25,153869.0,149798.12,148423.93,151547.77,151141.4,150430.65,150177.33,166229.73,172481.97,164606.76,149753.95,126980.3,106298.2,2024-08-28
MercadoComercializacion,CALI - YUMBO - PUERTO TEJADA,NO REGULADO,193299.87,194260.84,191314.26,191312.76,190809.89,195505.2,178099.1,195268.51,204582.99,206470.52,218118.93,218403.25,220588.36,222259.79,211017.95,227250.44,228932.98,215322.68,237616.82,232808.42,216790.01,206220.44,199969.23,193851.67,2024-08-28
MercadoComercializacion,CALI - YUMBO - PUERTO TEJADA,REGULADO,249792.89,233233.48,224951.8,216190.97,220085.61,236245.45,270730.19,301371.07,350621.95,379974.38,409070.89,437864.56,441394.43,438176.96,472355.88,468258.52,453236.28,422859.38,394030.38,398278.32,388641.2,361030.87,331196.48,289050.55,2024-08-28
MercadoComercializacion,CAQUETA,NO REGULADO,635.94,627.72,664.37,633.59,620.48,662.05,694.19,738.06,797.87,840.54,1118.12,1166.72,1197.94,1226.24,1223.82,1212.18,1215.14,1258.1,1194.24,1133.05,846.21,744.83,664.55,636.96,2024-08-28
MercadoComercializacion,CAQUETA,REGULADO,29099.02,27894.26,26955.59,26457.7,27042.48,29180.22,31155.03,34813.96,37475.43,39618.08,32489.37,40095.65,38805.23,39098.68,41417.82,41988.52,41428.57,39746.36,40766.91,44029.74,45971.51,41989.33,36958.9,32665.48,2024-08-28
MercadoComercializacion,CARIBE MAR,NO REGULADO,407874.34,401916.81,364749.85,420884.56,412236.14,413924.87,392066.49,395812.13,396306.5,399605.87,420112.98,421673.11,401010.42,416209.52,388131.69,405393.0,425788.83,427616.59,456898.81,433654.87,421665.05,426127.84,422685.23,415979.64,2024-08-28
MercadoComercializacion,CARIBE MAR,REGULADO,1055600.64,1009335.37,968822.33,933875.33,901879.98,855832.67,791735.23,800375.04,843602.9,875809.52,919174.31,968133.87,998131.42,1077299.89,1134399.81,1127133.47,1092801.97,1032564.92,1064238.95,1156411.26,1212742.75,1259324.77,1253001.61,1199231.04,2024-08-28
MercadoComercializacion,CARIBE SOL,NO REGULADO,229817.96,227954.16,226848.34,224896.37,231432.82,234652.5,235945.11,254270.63,270119.97,278961.42,279299.52,279802.02,276944.49,281208.4,284522.23,285862.61,286495.66,274848.52,282523.25,276001.18,265119.02,252948.54,242964.61,237512.32,2024-08-28
MercadoComercializacion,CARIBE SOL,REGULADO,1106305.89,1066412.22,1022162.83,980468.71,944548.75,892634.12,832165.51,842731.3,874433.68,911656.17,954613.21,996995.88,1022015.2,1091728.76,1132203.94,1130055.69,1107474.16,1044621.91,1069639.45,1144145.94,1203043.56,1248825.94,1260883.29,1212255.94,2024-08-28
MercadoComercializacion,CARTAGO,NO REGULADO,8036.32,8640.29,8279.3,8312.39,7402.06,7760.15,8305.31,8234.64,7472.41,6630.82,5992.03,6137.71,5578.63,9182.33,8531.27,9050.79,8952.39,10509.48,10412.4,9782.95,9625.3,9152.47,8459.44,8614.71,2024-08-28
MercadoComercializacion,CARTAGO,REGULADO,14156.77,13203.41,12683.43,12219.6,12302.02,12822.1,13156.42,14442.13,16187.15,18359.23,20435.42,21773.39,21109.14,21700.67,22581.03,22933.97,22586.63,22461.7,22932.13,23135.51,22165.43,21087.51,19035.12,16789.9,2024-08-28
MercadoComercializacion,CASANARE,NO REGULADO,17631.66,17008.52,16583.18,15661.94,14818.37,13017.2,11418.04,13134.17,14718.2,15835.64,16273.09,16972.27,16560.85,17581.22,14456.26,12565.61,11919.69,13440.98,15942.85,15174.75,15291.77,16125.68,17753.89,16943.74,2024-08-28
MercadoComercializacion,CASANARE,REGULADO,61895.4,60006.44,58099.17,57005.74,56214.81,55802.77,53859.91,58559.23,64959.06,69725.71,73294.34,75073.9,69667.98,70858.34,69087.88,62768.31,54048.34,55758.82,67878.77,68727.86,68087.5,63795.26,58698.57,55225.32,2024-08-28
MercadoComercializacion,CAUCA,NO REGULADO,41783.66,43154.57,40493.28,40775.29,39140.6,38879.76,35696.53,33997.15,32431.11,33253.57,31779.77,29767.39,27708.05,31007.6,33718.54,36406.72,38227.88,40693.16,44628.06,43955.76,44066.88,43562.02,43481.84,44006.17,2024-08-28
MercadoComercializacion,CAUCA,REGULADO,66146.51,62131.74,61254.07,61982.31,66975.94,80040.78,88555.32,83004.51,86978.92,89115.99,94151.74,98490.72,95370.77,93462.02,96995.77,99575.27,96356.59,100382.22,107991.0,117476.17,107799.45,95315.38,82904.57,71695.57,2024-08-28
MercadoComercializacion,CHOCO,NO REGULADO,2461.45,2514.94,2584.9,2594.26,2550.82,2342.41,2052.03,1643.23,1714.12,1864.04,1952.8,1748.44,2089.42,2458.74,2635.59,2687.59,2552.28,2659.39,2537.91,2505.9,2547.37,2628.39,2749.96,2648.74,2024-08-28
MercadoComercializacion,CHOCO,REGULADO,27523.57,26525.4,25801.59,25326.38,25462.53,26659.82,27932.53,29631.94,32197.11,33892.47,35616.66,37368.16,37290.07,37807.03,38271.71,38030.24,37858.35,36810.13,37235.81,36325.93,33036.62,28573.85,27157.89,24412.47,2024-08-28
MercadoComercializacion,GUAVIARE,REGULADO,8800.51,8453.94,8232.63,8050.21,7923.97,8179.6,8325.04,8989.07,9803.78,10353.46,10968.64,11583.7,11431.79,9476.95,12384.83,12952.89,12432.89,12251.44,12540.32,12682.8,12050.37,11252.38,10252.05,9400.41,2024-08-28
MercadoComercializacion,HUILA,NO REGULADO,41693.91,40215.95,40121.03,40157.11,43205.47,42136.65,42530.67,40027.82,34541.74,34694.6,35778.51,35443.81,33709.7,34593.73,36574.16,38001.74,42100.23,46776.42,49589.66,47842.59,45608.58,46233.56,43253.34,41712.52,2024-08-28
MercadoComercializacion,HUILA,REGULADO,96852.62,92091.02,88137.43,86410.73,85317.42,91389.3,98472.16,104216.09,115626.39,120828.61,135417.7,105772.56,131493.84,135231.07,145072.34,147126.26,146386.32,139720.08,148353.81,151138.79,145211.2,135654.99,121222.78,108653.56,2024-08-28
MercadoComercializacion,META,NO REGULADO,197034.87,198345.41,197354.59,196057.66,195530.64,191870.14,179410.49,172013.98,154299.73,146944.66,138357.8,149923.49,148644.42,139396.82,144367.46,161372.19,167889.42,183214.72,192251.38,191607.47,181811.59,187886.52,188344.37,187584.17,2024-08-28
MercadoComercializacion,META,REGULADO,109142.7,104582.78,101381.39,99338.4,100649.56,103408.6,112294.88,122366.88,137570.26,152107.07,161819.03,164483.89,161446.44,155655.23,171359.08,153082.08,143084.24,146659.04,150821.94,146295.04,141472.13,130637.83,116521.67,104338.56,2024-08-28
MercadoComercializacion,NARIÑO,NO REGULADO,11688.93,11660.17,11665.56,11594.63,11493.99,11679.76,3436.59,4336.02,4516.36,4480.36,4715.28,4881.6,4636.46,4420.91,4622.4,4984.44,4801.56,4465.51,12709.22,12772.46,12589.21,12148.01,11839.8,11693.46,2024-08-28
MercadoComercializacion,NARIÑO,REGULADO,62588.83,58519.26,57200.03,57117.11,61066.52,82573.43,110655.03,107705.61,110343.11,110506.74,113305.72,114796.4,111199.36,107665.08,111187.64,112667.26,112988.38,117446.23,121340.16,128154.55,119396.88,106065.08,87041.56,69973.64,2024-08-28
MercadoComercializacion,NORTE DE SANTANDER,NO REGULADO,40787.62,41993.92,42295.57,41295.12,40963.34,40783.78,38990.03,44129.75,46921.13,48258.61,49735.31,50387.65,46642.04,48507.99,48136.49,48085.67,48849.16,44905.53,48254.63,48645.33,47021.32,43756.76,42269.32,41909.36,2024-08-28
MercadoComercializacion,NORTE DE SANTANDER,REGULADO,207430.65,198116.26,190890.21,185523.16,183674.98,183981.52,191390.03,208871.2,228967.71,242607.71,243852.95,255008.64,236462.19,240193.4,264732.07,245061.48,246920.38,237008.96,240691.94,240227.46,239630.3,235862.92,223740.25,209872.51,2024-08-28
MercadoComercializacion,PEREIRA,NO REGULADO,24026.69,23560.23,23830.35,23836.66,24024.84,24581.43,22157.55,24526.63,25093.56,26196.43,27036.12,28006.74,28112.04,29050.59,28363.69,28715.09,27709.31,26483.76,31582.5,31094.05,29651.52,27422.76,25154.1,24783.41,2024-08-28
MercadoComercializacion,PEREIRA,REGULADO,44791.29,41511.86,39942.55,39483.93,41336.03,46681.33,54288.57,59439.8,65650.25,71100.95,76560.84,81111.91,81935.21,81710.09,82248.65,84041.3,84118.48,81071.57,81463.99,82696.24,78612.58,71874.16,61591.5,52228.05,2024-08-28
MercadoComercializacion,POPAYAN - PURACE,NO REGULADO,91.26,89.33,89.45,90.31,87.9,96.38,111.02,133.65,172.93,189.76,206.92,200.78,198.32,157.59,193.13,242.38,227.84,192.3,199.5,209.85,179.7,143.42,107.0,95.35,2024-08-28
MercadoComercializacion,POPAYAN - PURACE,REGULADO,308.7,504.62,356.82,355.02,359.97,440.64,443.14,486.86,434.0,626.62,636.74,697.32,681.92,596.6,646.6,708.76,616.91,605.64,684.36,731.52,671.84,670.17,530.67,575.22,2024-08-28
MercadoComercializacion,PUTUMAYO,NO REGULADO,4532.75,4453.23,4441.8,4467.3,4410.34,4468.33,4389.59,4126.25,4288.61,4169.55,3571.66,3978.98,3681.62,3685.12,3762.43,3672.94,3974.21,4185.92,4247.72,4429.5,4396.12,4461.08,4475.62,4385.11,2024-08-28
MercadoComercializacion,PUTUMAYO,REGULADO,7675.94,7092.79,6894.61,6676.76,6614.72,7293.36,7620.3,8018.62,8925.07,9283.57,10792.82,11672.74,11068.46,10869.89,12057.2,12451.48,12388.85,11870.45,12436.71,13719.5,13296.34,12308.36,10356.75,8663.11,2024-08-28
MercadoComercializacion,QUINDIO,NO REGULADO,6264.38,6517.75,6491.27,6561.94,6461.08,6465.1,6707.01,7695.51,8123.55,8383.12,9278.91,9214.83,9139.62,9018.33,9048.65,9378.32,8734.32,8449.86,8229.13,7809.11,8122.11,7356.83,6481.37,6580.99,2024-08-28
MercadoComercializacion,QUINDIO,REGULADO,42971.63,39921.13,38688.21,38053.89,39313.92,45705.95,48754.92,53693.89,58399.29,62897.91,67736.99,72420.36,71269.16,71359.93,72410.55,72945.87,71763.39,70813.01,76751.35,79273.17,75775.3,69517.23,59504.51,50251.79,2024-08-28
MercadoComercializacion,RUITOQUE,NO REGULADO,89.44,96.8,92.21,86.49,84.0,90.15,99.77,106.04,120.56,121.33,132.62,138.37,140.89,133.46,129.6,136.61,139.68,156.75,135.78,122.53,113.81,102.75,94.68,97.05,2024-08-28
MercadoComercializacion,RUITOQUE,REGULADO,1594.36,1508.51,1468.51,1442.75,1457.55,1534.9,1547.38,1652.14,1775.95,1605.42,1551.77,1794.61,1690.67,1817.15,1818.26,1828.45,1847.78,1812.74,2109.63,2198.51,2142.74,2033.29,1855.32,1711.5,2024-08-28
MercadoComercializacion,SANTANDER,NO REGULADO,135218.75,134126.34,131572.63,132228.74,129926.77,124950.71,127607.77,139384.4,152655.51,159276.83,164487.64,166271.26,165352.14,170740.18,169851.1,168735.79,165219.46,163235.33,158961.18,155396.9,154226.19,149856.77,144011.75,140989.96,2024-08-28
MercadoComercializacion,SANTANDER,REGULADO,249756.97,237662.21,229398.46,223593.97,225918.86,235323.04,242684.93,272704.57,304030.63,320525.61,341250.52,355273.21,342072.66,354064.78,368402.86,365039.69,358881.73,344154.71,364782.56,367419.39,356430.02,338745.18,309493.82,281270.62,2024-08-28
MercadoComercializacion,TOLIMA,NO REGULADO,36605.0,34223.89,32519.61,32821.76,32202.52,30717.41,32995.93,39702.22,44391.73,56583.48,59002.71,59219.63,50216.12,44884.66,44010.87,44258.94,44512.75,44436.99,41827.5,39452.96,28843.43,28210.54,29153.8,28924.04,2024-08-28
MercadoComercializacion,TOLIMA,REGULADO,131572.19,125631.18,121883.65,119561.72,119661.01,126168.18,127614.39,139365.81,149681.34,157863.08,167186.34,173185.57,169317.87,169282.43,175217.46,176232.77,176040.6,174030.33,190855.86,196270.29,185813.59,180049.8,163723.4,147863.89,2024-08-28
MercadoComercializacion,TULUA,NO REGULADO,9452.83,9666.73,9423.1,9150.86,9348.99,9468.98,7268.0,5296.49,4059.82,4179.29,4241.71,4271.01,4125.53,4172.59,4477.18,4844.86,5097.87,7290.32,10476.74,10354.37,10175.5,10161.24,10005.43,9845.23,2024-08-28
MercadoComercializacion,TULUA,REGULADO,15746.8,14631.17,14017.9,13685.18,13790.21,14930.44,16290.51,18522.9,20913.3,23299.68,25689.28,27417.36,26006.26,26338.75,28624.4,29251.45,29011.8,27964.35,26518.18,26841.45,25877.8,24283.6,21484.41,18520.91,2024-08-28
MercadoComercializacion,VALLE DEL CAUCA,NO REGULADO,142348.4,141848.67,143412.13,142549.3,142985.44,141739.86,136227.34,125901.66,116271.54,110858.96,113662.47,112123.85,113054.02,118087.73,123947.6,124966.24,138959.72,150353.73,153832.06,153992.76,152354.05,147922.47,144163.65,142064.54,2024-08-28
MercadoComercializacion,VALLE DEL CAUCA,REGULADO,160032.36,151130.92,145412.04,144691.8,146720.08,155368.84,161225.91,177186.01,190027.76,204954.41,219131.17,229022.9,223887.3,238970.51,228412.47,236869.41,239989.81,227954.19,238736.94,252130.5,239480.49,227415.98,198024.14,178111.34,2024-08-28
MercadoComercializacion,VALLE DEL SIBUNDOY,REGULADO,999.34,936.39,911.03,904.83,950.19,1288.0,2102.56,1662.77,1532.49,1533.45,1544.74,1616.1,1519.49,1521.03,1588.04,1572.93,1602.74,1802.05,2292.16,2464.26,2274.12,1932.68,1473.53,1169.25,2024-08-28
MercadoComercializacion,ANTIOQUIA,NO REGULADO,362558.9,357803.99,357977.03,357357.84,360378.88,373710.1,372337.93,389650.51,386632.21,391326.83,403189.55,402559.5,401090.04,396002.55,395735.45,407749.5,402202.58,380075.7,400529.27,403669.3,391345.97,375759.47,362765.4,360145.35,2024-08-29
MercadoComercializacion,ANTIOQUIA,REGULADO,713167.41,673103.22,651396.71,650094.22,698486.42,801402.95,902876.73,957978.36,1014394.89,1059103.86,1121549.8,1168076.49,1175345.57,1160886.55,1155106.71,1150434.42,1121722.17,1077205.51,1118385.8,1131091.85,1074419.72,983743.92,861722.59,758524.45,2024-08-29
MercadoComercializacion,ARAUCA,NO REGULADO,98961.64,98860.36,98760.47,98722.55,97890.46,98294.31,98381.88,98633.82,98607.49,98617.75,98018.21,98134.68,99957.96,99659.15,99555.98,99598.52,98937.52,98972.59,98860.9,98733.3,99004.84,98939.23,98992.12,98956.98,2024-08-29
MercadoComercializacion,ARAUCA,REGULADO,29099.73,28195.35,27637.89,27158.43,27266.74,27559.38,28242.48,31045.59,33495.06,35768.23,38530.76,40457.98,38935.62,42277.83,44633.77,43894.72,41543.12,39290.03,41928.08,43055.79,42900.16,41509.69,38717.84,36110.41,2024-08-29
MercadoComercializacion,BAJO PUTUMAYO,NO REGULADO,148.99,141.46,137.05,128.44,123.94,126.4,145.0,186.02,210.76,233.22,240.94,249.33,252.95,271.25,446.6,530.65,244.14,256.12,182.27,189.36,176.82,167.82,166.82,140.94,2024-08-29
MercadoComercializacion,BAJO PUTUMAYO,REGULADO,7968.43,7470.23,7157.68,7085.87,7188.7,7942.3,8317.49,9124.94,11284.79,11632.03,12534.0,12920.69,12827.16,13466.42,14323.66,13521.98,13652.09,13027.83,14262.64,14399.7,13517.74,12150.11,10359.45,8948.91,2024-08-29
MercadoComercializacion,BOGOTA - CUNDINAMARCA,NO REGULADO,590934.58,584862.18,555322.44,532305.36,524433.64,520933.56,538683.47,559356.27,569222.71,564138.1,570470.72,577082.04,578495.24,574396.73,569925.11,577723.3,576494.05,566000.3,562067.41,569597.43,567492.0,558327.05,549228.74,575391.29,2024-08-29
MercadoComercializacion,BOGOTA - CUNDINAMARCA,REGULADO,942125.69,887219.08,869604.43,896001.83,1049318.97,1301065.96,1338709.36,1443515.31,1531226.06,1576565.35,1635739.17,1683089.74,1658929.92,1616990.17,1612779.31,1593093.83,1564631.89,1539452.96,1670241.78,1684558.11,1596529.7,1415289.71,1209777.17,1040347.5,2024-08-29
MercadoComercializacion,BOYACA,NO REGULADO,335708.41,341696.92,354522.67,358592.14,349251.03,357108.4,343132.53,339571.64,344944.81,330787.88,343840.28,346054.26,352557.04,345290.51,344691.52,313751.32,330847.58,352448.25,368164.55,373606.06,375809.29,371884.87,356821.83,352581.22,2024-08-29
MercadoComercializacion,BOYACA,REGULADO,75287.71,72389.82,67814.19,67818.9,77830.77,95410.74,126088.38,124409.79,128740.21,135388.11,134437.94,137332.6,129926.04,127152.32,131557.1,132764.15,128724.72,129020.2,135537.73,137068.26,129666.24,113098.11,95430.85,83991.48,2024-08-29
MercadoComercializacion,CALDAS,NO REGULADO,76935.02,79249.35,78838.42,79042.58,77409.78,78184.2,83346.07,85302.64,85036.34,87348.39,91671.23,89003.94,86994.29,82287.38,84719.54,86650.79,84263.64,81239.43,83410.79,85415.98,85741.33,81497.25,77233.41,80739.86,2024-08-29
MercadoComercializacion,CALDAS,REGULADO,95470.31,88994.92,85800.16,84727.14,90087.26,107166.26,119994.98,123920.52,130620.53,137009.06,146566.41,154306.6,151179.14,148603.42,146595.87,148864.86,147041.41,147178.77,163894.21,167821.6,160458.32,145788.12,123345.47,104907.22,2024-08-29
MercadoComercializacion,CALI - YUMBO - PUERTO TEJADA,NO REGULADO,193711.76,196964.44,192166.16,197021.0,188617.3,193448.1,182188.71,202824.33,213110.87,214090.55,221322.91,219873.4,216941.49,223247.61,228324.93,230164.5,221861.98,212632.71,236330.69,228278.35,218962.78,194404.44,187484.46,187866.34,2024-08-29
MercadoComercializacion,CALI - YUMBO - PUERTO TEJADA,REGULADO,264492.32,243559.25,230798.67,224177.45,228160.38,244345.85,278584.92,310525.79,356514.31,388434.34,422334.83,449707.63,439498.1,443048.41,455073.71,455873.28,441888.21,405564.53,379444.33,388916.18,376794.99,351073.32,314071.97,279573.54,2024-08-29
