Id,Values_code,Values_MarketType,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date
MercadoComercializacion,ANTIOQUIA,NO REGULADO,349886.48,349905.59,346123.47,343345.25,348379.97,354034.69,344095.67,354786.91,356801.13,355566.55,355206.46,355589.05,349906.02,341530.62,338631.12,336733.94,334811.35,317993.31,337670.89,324738.84,310200.22,294013.4,284725.85,281685.94,2024-10-12
MercadoComercializacion,ANTIOQUIA,REGULADO,707721.11,660481.2,637402.95,629450.09,654538.81,692805.27,774391.54,854832.77,937063.36,996926.01,1049534.49,1087749.0,1086415.08,1061230.16,1036434.33,1030555.61,1018159.74,1017339.24,1081872.32,1065654.79,1011911.91,941329.93,859420.89,781332.85,2024-10-12
MercadoComercializacion,ARAUCA,NO REGULADO,91036.91,91590.62,91659.21,91489.46,91490.58,91216.39,90950.01,90939.53,91639.58,92612.9,92746.03,92923.33,92826.08,92447.77,91830.2,92512.65,92528.85,92751.55,92631.76,93495.21,94211.71,94155.1,93672.21,93592.85,2024-10-12
MercadoComercializacion,ARAUCA,REGULADO,38565.24,35412.12,34168.77,32972.37,32446.6,30796.52,30920.05,33113.31,35897.53,38110.03,39774.74,41022.98,39814.52,40328.95,40554.05,40038.59,38780.21,39839.09,43575.74,43956.48,43686.89,40872.81,37321.19,35699.89,2024-10-12
MercadoComercializacion,BAJO PUTUMAYO,NO REGULADO,177.33,190.67,223.32,145.79,193.25,176.79,169.23,201.56,195.88,252.82,270.22,282.0,296.89,260.05,231.92,233.45,233.24,209.82,205.0,199.57,200.19,161.84,150.07,148.43,2024-10-12
MercadoComercializacion,BAJO PUTUMAYO,REGULADO,8838.64,8431.05,8309.48,7747.22,7801.15,7891.93,8807.03,9386.73,10777.84,11172.32,11799.45,12100.76,11975.96,11923.45,12216.85,12035.54,11731.4,12635.67,13728.27,13142.65,12216.08,10942.18,8740.73,7595.6,2024-10-12
MercadoComercializacion,BOGOTA - CUNDINAMARCA,NO REGULADO,574079.16,563940.07,548520.09,536687.55,525233.71,515141.5,528046.47,540738.44,543066.78,538266.7,547736.94,542930.98,537755.7,531485.62,517318.44,515661.34,519344.03,509079.39,491449.6,493775.52,486765.59,474084.76,465890.37,467915.86,2024-10-12
MercadoComercializacion,BOGOTA - CUNDINAMARCA,REGULADO,982939.54,919594.18,888154.22,889425.79,937211.35,975592.63,1100320.73,1264764.05,1403461.74,1491052.22,1547231.26,1556359.96,1537100.37,1480500.2,1432432.39,1390370.49,1374506.69,1391859.29,1525911.46,1497684.95,1423790.24,1296792.59,1162875.94,1028425.77,2024-10-12
MercadoComercializacion,BOYACA,NO REGULADO,328104.26,339755.62,317981.92,316251.51,330287.57,328218.36,306283.13,304347.44,288708.89,307651.23,308220.87,317741.71,312649.95,315460.54,210074.81,241977.41,269751.6,277516.85,295414.11,291338.12,293230.96,284132.08,278811.23,274159.36,2024-10-12
MercadoComercializacion,BOYACA,REGULADO,78032.43,71832.23,72099.32,71863.31,73459.26,81181.85,103415.22,119655.06,126308.68,129491.66,134022.71,132687.7,127961.47,121231.52,121631.16,119099.32,116708.29,121805.38,128302.29,127594.6,120362.37,109304.05,96612.3,84759.17,2024-10-12
MercadoComercializacion,CALDAS,NO REGULADO,75877.04,75852.33,77229.76,76734.73,75766.41,74684.27,75096.62,72711.36,76537.49,73073.18,76655.92,76473.91,75745.14,74154.36,73986.94,76919.45,74137.31,74303.85,73001.5,75525.36,75012.79,72970.83,69845.42,70078.58,2024-10-12
MercadoComercializacion,CALDAS,REGULADO,97919.47,91149.45,87132.53,86279.32,88674.44,93870.18,101903.84,119706.68,129828.52,141466.69,147257.86,154182.73,152741.5,147498.77,143826.7,141824.08,141396.77,142097.84,164808.3,162958.13,154656.33,143093.31,125228.13,110324.1,2024-10-12
MercadoComercializacion,CALI - YUMBO - PUERTO TEJADA,NO REGULADO,165739.94,162784.09,171695.21,173164.86,174424.56,175119.75,151793.33,163525.46,165682.26,166767.15,172235.65,160331.64,170476.27,173857.59,162398.06,174492.08,175688.41,167111.92,190870.2,184363.91,177106.86,168211.81,159544.9,150083.38,2024-10-12
MercadoComercializacion,CALI - YUMBO - PUERTO TEJADA,REGULADO,225388.11,207917.89,196380.5,190144.36,190612.34,191632.44,222172.44,251020.72,289856.73,322778.64,350140.97,369156.54,370988.65,362906.63,355500.7,347734.09,344275.78,344933.49,346783.95,343045.24,329021.65,310239.29,286471.34,261551.06,2024-10-12
MercadoComercializacion,CAQUETA,NO REGULADO,607.54,594.61,579.13,568.01,558.74,513.86,564.26,558.91,618.97,904.64,1006.13,929.26,937.68,1007.54,1063.02,1122.5,1099.26,1098.25,1040.11,898.42,720.85,620.68,562.38,531.8,2024-10-12
MercadoComercializacion,CAQUETA,REGULADO,32287.95,30848.01,29592.12,28590.79,28298.59,28695.55,29375.69,31635.1,34711.46,35933.8,37302.91,38768.01,39283.78,38540.98,38174.48,38663.1,38342.05,39724.98,43240.42,41437.91,38437.36,32353.59,30966.28,28487.63,2024-10-12
MercadoComercializacion,CARIBE MAR,NO REGULADO,395319.0,412701.87,413540.26,418104.93,412096.61,411060.57,382237.96,380245.01,384441.55,391698.01,345895.57,337924.49,336232.19,335982.08,341867.9,356715.56,343281.0,368091.98,395637.89,393446.04,392778.67,385343.72,380114.49,379082.03,2024-10-12
MercadoComercializacion,CARIBE MAR,REGULADO,1078478.47,1034731.84,998725.56,965236.68,936495.96,886846.56,842847.78,857749.71,897494.37,923626.7,931585.17,940529.93,962004.71,989853.2,1027105.22,1075465.72,1052240.45,1048091.32,1125584.48,1137709.96,1146995.95,1174057.38,1189724.93,1169824.37,2024-10-12
MercadoComercializacion,CARIBE SOL,NO REGULADO,221732.68,222780.13,223129.35,217868.42,217166.56,215452.1,205155.42,218349.59,229532.41,239761.77,242029.68,244289.07,243242.79,239604.96,236845.26,238293.35,236254.73,238642.97,251817.62,247367.87,240669.19,220673.5,211401.58,203517.94,2024-10-12
MercadoComercializacion,CARIBE SOL,REGULADO,1091733.31,1053807.39,1017984.39,975329.94,941122.99,900702.24,857117.68,867229.47,921972.49,951795.79,982283.92,1014889.11,1036468.82,1071760.37,1099576.1,1109747.58,1083260.58,1079988.01,1134551.65,1151431.11,1167147.55,1188734.59,1207088.26,1195080.56,2024-10-12
MercadoComercializacion,CARTAGO,NO REGULADO,8134.01,7796.37,7666.54,7650.41,7480.81,7905.36,7868.4,8114.1,6711.89,7057.24,7390.18,7275.22,6221.57,7129.28,7391.12,6904.78,7205.62,6973.04,7382.87,7472.94,6646.99,6290.88,5425.05,5333.18,2024-10-12
MercadoComercializacion,CARTAGO,REGULADO,12950.65,12157.5,11524.43,11346.2,11348.16,11410.52,11940.99,13533.64,15306.01,17255.59,18973.52,19701.06,19785.05,20119.31,20454.14,20563.42,20211.58,19745.28,21513.29,20799.82,19660.88,18652.77,17308.07,15753.35,2024-10-12
MercadoComercializacion,CASANARE,NO REGULADO,10445.67,10461.38,10049.51,9326.25,9122.91,9411.88,9285.54,10266.25,10859.0,12111.96,12731.93,12994.99,11462.35,10865.03,10715.27,10924.97,10470.14,9237.35,8082.29,8020.17,7295.76,7434.92,6744.91,6390.09,2024-10-12
MercadoComercializacion,CASANARE,REGULADO,63215.18,60934.73,58768.38,56063.66,50607.28,50826.21,51391.29,56283.65,63255.87,67715.84,70654.11,72604.61,70994.65,70614.07,71241.07,72333.85,68930.92,69718.23,77354.75,76051.68,73788.79,70222.66,66848.17,63637.92,2024-10-12
MercadoComercializacion,CAUCA,NO REGULADO,38795.32,38575.57,38596.89,39130.57,39476.69,38309.16,37052.82,33975.87,32050.62,30053.76,29339.3,29733.14,29786.34,30911.81,31341.45,33301.51,35658.95,39138.78,41066.22,40712.49,36112.3,33982.98,30834.77,30279.27,2024-10-12
MercadoComercializacion,CAUCA,REGULADO,61687.48,56171.16,54840.97,54007.11,55429.28,61693.69,68981.97,73833.22,82041.14,86126.62,90539.7,95083.81,94427.67,91501.59,89786.61,89267.05,87475.38,93613.51,108009.19,110534.41,101587.64,91373.19,81164.31,72043.95,2024-10-12
MercadoComercializacion,CHOCO,NO REGULADO,2318.65,2242.2,2266.29,2307.37,2361.83,2302.78,2272.2,2198.0,2173.21,2236.93,2378.01,2448.66,2493.86,2471.4,2508.58,2592.47,2588.63,2513.32,2393.7,2298.03,2393.09,2280.87,2369.75,2239.64,2024-10-12
MercadoComercializacion,CHOCO,REGULADO,25387.4,24320.03,23721.43,23409.15,23008.94,23366.11,24188.73,26658.42,29565.11,31719.46,32905.22,34621.53,35125.61,34718.36,34300.24,33960.67,33654.37,33412.54,35654.95,35665.32,34965.4,33332.63,29979.15,23994.2,2024-10-12
MercadoComercializacion,GUAVIARE,REGULADO,8008.16,7737.71,7522.85,7346.97,7250.62,7211.37,7128.48,7809.38,8894.58,9693.45,10209.52,10713.43,10927.92,10699.28,10509.29,10462.36,10208.44,10128.92,11138.25,11079.34,10606.33,9910.8,9212.8,8494.11,2024-10-12
MercadoComercializacion,HUILA,NO REGULADO,41222.62,39913.33,39503.92,39763.45,39325.69,37565.75,37723.97,32931.21,29963.89,33560.74,31392.65,29580.67,30561.08,29920.71,34384.22,37716.49,40896.41,43732.06,47215.12,46015.84,45126.15,43943.51,41578.18,40383.42,2024-10-12
MercadoComercializacion,HUILA,REGULADO,101348.63,95995.09,92083.68,89325.92,88044.08,89292.15,92043.51,102130.99,113592.26,120964.24,127643.03,131999.64,128374.81,123431.43,124365.66,125328.3,125364.73,128708.64,143649.35,141913.66,134787.09,123899.1,112366.39,102171.67,2024-10-12
MercadoComercializacion,META,NO REGULADO,234856.23,235901.15,235789.84,234988.1,235087.88,235260.44,217959.7,216793.35,203515.13,192940.95,194481.92,207217.0,201071.45,191030.0,193450.17,212640.88,227283.94,210578.37,212328.7,233328.73,237206.4,225822.63,232271.85,234026.66,2024-10-12
MercadoComercializacion,META,REGULADO,124927.57,118292.02,114007.7,110959.49,108607.54,105680.16,114023.3,127732.84,145319.51,154436.9,164724.77,172843.02,167704.49,170079.82,166837.64,156976.58,154111.67,112278.97,105531.01,124950.62,130121.34,124392.55,118812.57,111272.7,2024-10-12
MercadoComercializacion,NARIÑO,NO REGULADO,12282.91,11642.91,12044.81,11466.61,12082.29,11865.62,3494.94,4623.23,4231.66,4671.97,4251.61,4778.09,4154.26,4029.47,3781.81,3573.65,4438.47,3737.89,12816.75,12255.2,12264.07,11981.61,11042.42,11643.64,2024-10-12
MercadoComercializacion,NARIÑO,REGULADO,61496.86,56845.15,53210.48,52340.85,55481.12,62443.77,84281.72,96686.8,106043.11,108957.52,112755.0,111774.53,112518.81,109301.45,108402.94,107803.08,107138.21,113244.36,119829.36,120750.31,111070.37,98125.04,83854.89,73779.56,2024-10-12
MercadoComercializacion,NORTE DE SANTANDER,NO REGULADO,35206.88,34063.87,34887.72,39057.26,39609.45,38067.44,33850.06,37106.58,35260.32,34754.42,36644.78,37155.49,34967.41,33801.65,33325.66,32821.02,33597.46,35343.2,44968.76,43297.21,41498.15,37108.32,36854.49,36641.28,2024-10-12
MercadoComercializacion,NORTE DE SANTANDER,REGULADO,200806.32,191462.32,183987.22,178658.2,176563.13,172239.48,177547.27,194369.74,215680.18,231339.73,240113.86,240687.25,231442.39,234160.79,241548.57,242233.38,235838.01,237598.98,247750.47,243653.64,239560.99,233617.32,225868.02,217170.12,2024-10-12
MercadoComercializacion,PEREIRA,NO REGULADO,22764.91,22519.83,22287.03,22468.62,22516.49,22805.16,19472.1,20819.44,21272.56,21666.41,22907.29,23328.69,22265.57,21723.17,21426.1,22184.35,21991.63,22212.32,26687.71,25929.1,24850.72,22624.9,20222.22,19048.14,2024-10-12
MercadoComercializacion,PEREIRA,REGULADO,46090.58,42488.5,40284.81,39333.12,40099.99,40787.12,47228.02,53908.24,60588.36,66499.59,70474.5,74496.25,74525.5,73188.68,72469.35,71917.07,70917.46,72267.41,76329.65,75204.39,71504.4,66876.23,60020.25,52795.85,2024-10-12
MercadoComercializacion,POPAYAN - PURACE,NO REGULADO,133.92,132.47,132.4,132.24,132.18,132.19,119.91,123.33,145.82,156.22,159.52,187.44,190.87,187.57,173.56,141.16,130.82,127.41,208.11,187.69,162.07,150.31,136.31,132.76,2024-10-12
MercadoComercializacion,POPAYAN - PURACE,REGULADO,506.91,432.58,411.07,337.65,298.02,264.64,313.43,523.11,467.19,436.99,482.77,505.14,502.69,490.26,482.05,381.62,463.99,474.65,565.72,648.97,745.85,668.79,514.88,572.82,2024-10-12
MercadoComercializacion,PUTUMAYO,NO REGULADO,4646.61,4716.2,4639.06,4606.41,4455.28,4453.16,4369.62,3455.06,3873.41,3970.71,3606.47,3651.49,4005.77,4089.54,4048.72,4057.62,4124.32,4357.68,4315.05,4254.17,4232.83,4436.68,4172.64,4359.78,2024-10-12
MercadoComercializacion,PUTUMAYO,REGULADO,7869.59,7276.15,6660.05,6584.69,6527.77,6594.94,6077.14,6823.77,7943.36,8994.26,9676.79,10345.98,10053.65,9984.59,10416.31,10598.24,10498.23,10169.27,12355.77,13169.24,12659.97,11836.35,11055.84,9011.68,2024-10-12
MercadoComercializacion,QUINDIO,NO REGULADO,5592.09,5602.99,5293.73,5712.52,5651.2,5462.23,5884.41,6573.23,7109.99,7417.77,8054.72,7809.71,7157.23,7438.21,7468.64,7681.77,7733.42,7582.89,6674.69,5783.76,5330.49,4853.26,4341.24,4120.85,2024-10-12
MercadoComercializacion,QUINDIO,REGULADO,43613.06,40533.02,38753.72,37703.57,37961.68,39053.38,42110.19,49818.9,56164.31,61070.97,65092.98,67946.18,67502.83,66386.02,65097.62,64342.28,64064.12,65972.37,75334.21,75280.36,71336.85,66060.4,59107.24,51738.39,2024-10-12
MercadoComercializacion,RUITOQUE,NO REGULADO,125.68,118.53,103.11,95.59,99.37,95.83,103.26,117.63,135.08,203.63,215.2,225.14,259.32,255.09,239.74,233.38,210.57,209.78,216.97,207.88,212.83,179.09,153.82,142.99,2024-10-12
MercadoComercializacion,RUITOQUE,REGULADO,1558.67,1488.58,1449.1,1416.56,1403.93,1389.23,1394.81,1502.14,1491.69,1510.5,1548.5,1456.35,1473.19,1521.68,1596.1,1675.4,1630.09,1836.11,1985.46,1995.5,1965.5,1876.88,1765.07,1670.67,2024-10-12
MercadoComercializacion,SANTANDER,NO REGULADO,133952.41,132560.03,131799.16,128828.68,130834.17,135180.63,131363.04,127243.49,126785.6,120290.71,120840.27,121195.51,122342.85,126473.99,121907.58,120244.2,121818.45,124608.55,122545.94,117853.21,115839.95,110763.91,106325.29,104759.13,2024-10-12
MercadoComercializacion,SANTANDER,REGULADO,253622.19,241335.45,231567.24,224914.81,224041.56,218427.77,224943.36,258219.14,289017.77,307647.22,322966.29,331310.27,323686.31,321329.7,322583.31,322215.56,317600.57,325666.69,353092.78,346814.13,334531.1,319089.9,299095.18,278736.29,2024-10-12
MercadoComercializacion,TOLIMA,NO REGULADO,30437.0,30116.12,29260.62,29353.65,29211.66,28175.3,28312.29,30943.51,32952.2,35322.84,37158.8,37190.47,37012.02,38680.0,40077.76,37590.84,37738.27,38427.29,35947.37,35050.32,31936.74,30666.31,29717.16,33500.03,2024-10-12
MercadoComercializacion,TOLIMA,REGULADO,133873.15,127100.05,122546.13,119407.9,118973.9,117799.52,118882.42,133746.0,149263.43,159014.99,166964.6,173858.8,175234.06,173564.02,171598.43,172761.76,171199.22,174421.32,198103.46,197837.86,190414.59,180429.67,168184.69,153862.3,2024-10-12
MercadoComercializacion,TULUA,NO REGULADO,8245.07,8143.71,8349.76,8116.24,7959.41,7810.87,5391.93,4206.09,3571.88,3962.74,4205.85,4191.01,3927.71,3865.12,3812.68,3805.68,3730.69,5142.4,8181.22,8129.96,7759.14,7210.51,7321.51,7114.08,2024-10-12
MercadoComercializacion,TULUA,REGULADO,14919.97,13814.21,13129.59,12726.73,12805.58,12525.4,14439.09,16667.99,19257.55,21687.55,23568.84,25056.14,24634.37,23980.81,23918.69,24240.88,24043.87,24635.92,25291.72,24670.21,23368.49,21918.24,19881.18,17710.96,2024-10-12
MercadoComercializacion,VALLE DEL CAUCA,NO REGULADO,142062.57,139844.54,142620.39,142926.07,144167.92,145360.7,140442.79,123397.68,111645.91,106852.84,106745.35,105748.33,107720.32,110859.18,110281.85,111409.8,127804.46,141293.3,144400.24,142227.97,139394.91,135651.5,130823.14,128985.82,2024-10-12
MercadoComercializacion,VALLE DEL CAUCA,REGULADO,144925.69,137070.89,130778.06,130286.17,131999.13,133062.13,136874.39,153462.86,170059.72,185007.57,198012.22,207744.96,206341.26,205568.92,204694.37,200959.37,200830.12,204953.58,231337.67,231788.97,223256.36,210588.28,191649.87,170068.94,2024-10-12
MercadoComercializacion,VALLE DEL SIBUNDOY,REGULADO,1159.13,1059.41,1011.89,989.38,1030.52,1141.84,1252.35,1563.26,1740.19,1861.65,1954.34,1958.79,1913.44,1834.13,1788.88,1799.2,1732.35,1838.66,2437.38,2419.95,2189.26,1854.32,1558.68,1317.91,2024-10-12
MercadoComercializacion,ANTIOQUIA,NO REGULADO,281445.59,279224.93,275844.74,271499.49,271766.78,275456.64,246441.22,253881.45,257185.96,254907.42,260965.53,267117.41,266480.77,264880.77,263645.73,266829.7,267393.96,265119.66,300235.91,300307.86,293316.82,288402.8,286764.13,282784.11,2024-10-13
MercadoComercializacion,ANTIOQUIA,REGULADO,717430.56,663433.41,637950.93,622071.83,624292.23,634846.86,673630.55,724586.78,782002.31,832683.0,882110.85,926303.27,953849.4,946401.24,926929.74,921082.87,908811.72,915785.4,984411.14,977874.91,931738.27,878627.24,806801.41,734648.65,2024-10-13
MercadoComercializacion,ARAUCA,NO REGULADO,92960.06,92985.83,93581.56,93723.89,93437.79,93160.21,92347.83,92727.19,93103.22,93349.62,93412.03,93569.21,93541.71,91990.35,92981.26,92898.54,91779.59,91065.59,94159.32,94225.6,93710.78,93565.2,93255.25,93181.8,2024-10-13
MercadoComercializacion,ARAUCA,REGULADO,34080.41,33028.65,31782.32,31058.73,30770.24,29700.67,29332.01,30565.21,31744.04,33218.72,34930.56,36471.97,36737.38,37300.15,36994.87,35244.07,31142.62,30464.36,36852.16,36964.24,36632.19,36715.08,35296.36,33399.19,2024-10-13
MercadoComercializacion,BAJO PUTUMAYO,NO REGULADO,146.69,139.68,144.6,147.48,137.01,137.28,154.49,186.12,201.83,202.43,210.67,238.08,257.51,261.05,263.75,245.6,244.63,215.72,199.52,191.69,180.87,173.71,160.03,171.38,2024-10-13
MercadoComercializacion,BAJO PUTUMAYO,REGULADO,8057.2,7514.04,7229.16,7092.66,7005.91,7020.18,7922.92,8571.85,9416.55,10458.91,11366.28,11938.59,12166.53,12179.52,12459.75,12594.64,11905.41,12442.05,13935.22,13506.04,12935.71,11402.07,9350.05,9412.97,2024-10-13
MercadoComercializacion,BOGOTA - CUNDINAMARCA,NO REGULADO,465591.14,461345.74,450390.29,433462.26,418911.09,400746.64,395089.52,399777.37,400011.27,397742.03,404021.96,409027.16,407434.16,398205.14,393473.02,397342.24,400276.7,407887.38,413034.32,412400.37,414877.18,414339.02,428009.68,445287.03,2024-10-13
MercadoComercializacion,BOGOTA - CUNDINAMARCA,REGULADO,936390.5,867628.16,837665.04,819541.95,832852.21,831496.91,891540.24,1010494.16,1113518.24,1198098.34,1265314.37,1303453.14,1317399.98,1290554.0,1245613.28,1219453.38,1200676.67,1251310.2,1396916.76,1388495.83,1327040.33,1218842.95,1097493.34,976538.33,2024-10-13
MercadoComercializacion,BOYACA,NO REGULADO,273644.92,278550.99,280334.47,276764.14,276384.61,273236.38,264242.6,256714.29,258445.28,264441.16,263461.07,265438.76,260269.05,260860.14,261864.09,259076.77,265058.33,264323.09,277991.01,284639.62,283990.92,287043.91,281361.16,272259.27,2024-10-13
MercadoComercializacion,BOYACA,REGULADO,77121.33,72186.53,69197.11,67074.05,68803.12,70046.88,85271.33,95780.11,107126.36,114419.29,116794.45,116846.73,115881.91,111990.79,106630.18,103617.08,104293.61,108602.09,118003.3,118004.71,112872.96,102724.83,90952.28,81213.66,2024-10-13
MercadoComercializacion,CALDAS,NO REGULADO,65341.09,67098.66,68228.03,56995.84,70744.38,65411.0,63016.26,60455.29,54193.95,51778.86,61183.28,65186.45,64476.97,65028.96,61953.82,51938.52,61118.63,62885.84,63941.04,65027.63,61377.81,64009.26,60725.32,62046.52,2024-10-13
MercadoComercializacion,CALDAS,REGULADO,98779.26,92263.21,87622.44,84500.6,85639.45,86250.3,88019.29,100736.15,112916.0,125044.0,129966.33,135458.37,137498.89,135965.95,132158.06,130693.39,129637.71,132584.67,151642.56,151652.29,146416.22,132944.28,118574.38,103758.29,2024-10-13
MercadoComercializacion,CALI - YUMBO - PUERTO TEJADA,NO REGULADO,147019.13,146112.33,140022.93,135983.69,143667.62,134642.84,96527.59,119403.02,121717.44,120156.06,129697.36,133460.23,134705.9,134624.97,132996.95,133310.52,137121.33,136236.96,164562.39,161389.97,154738.26,148266.81,144223.28,144212.81,2024-10-13
MercadoComercializacion,CALI - YUMBO - PUERTO TEJADA,REGULADO,242245.11,224023.29,212791.46,203617.78,200108.73,194025.06,211878.63,228033.41,248930.02,268826.48,290499.57,310426.62,322354.85,326420.65,322146.42,317127.4,314387.75,316418.78,324124.76,327366.5,318765.81,304145.83,285489.36,261706.76,2024-10-13
MercadoComercializacion,CAQUETA,NO REGULADO,490.13,487.36,476.01,464.64,439.07,439.2,481.5,521.55,631.84,900.08,974.17,1206.15,1257.34,1294.07,1289.85,1324.07,1362.6,1334.56,1267.41,1164.43,878.16,731.44,631.36,569.94,2024-10-13
MercadoComercializacion,CAQUETA,REGULADO,26806.25,25599.57,25026.75,24467.84,24374.55,24583.48,24823.24,27603.68,30951.56,34286.57,36997.65,39627.57,41218.83,41144.95,40826.42,40315.01,39672.5,39527.91,43496.41,44120.14,42263.34,39321.31,36139.42,33469.78,2024-10-13
MercadoComercializacion,CARIBE MAR,NO REGULADO,365745.6,338196.44,360892.65,363716.83,366518.29,363978.38,323676.21,321949.85,325985.6,327313.25,329296.99,332858.86,336353.76,333068.64,322166.11,341983.61,337319.67,276455.09,319286.66,360268.1,370665.3,374712.01,367023.26,357573.48,2024-10-13
MercadoComercializacion,CARIBE MAR,REGULADO,1136200.06,1092897.78,1063612.36,1018429.81,983883.17,938386.51,874650.5,827221.4,828623.79,821146.38,824590.87,855113.2,883424.03,917900.33,947838.55,942652.36,928763.92,944124.49,1027193.35,1061874.55,1084619.0,1089832.58,1090831.93,1081311.22,2024-10-13
MercadoComercializacion,CARIBE SOL,NO REGULADO,195158.73,186928.44,189043.99,187908.69,184549.22,181460.62,163016.5,168763.29,174871.94,180370.17,192181.06,200437.31,203461.08,204147.11,202465.42,202954.23,204108.17,205327.73,222292.49,221441.58,213094.64,205178.37,198103.14,195921.05,2024-10-13
MercadoComercializacion,CARIBE SOL,REGULADO,1147520.62,1116083.55,1057824.88,1036955.4,1004534.42,965663.31,893257.35,883247.36,900192.53,913050.71,928531.51,952793.82,978487.05,1016624.65,1036661.45,1035553.23,1013640.56,1016687.46,1072911.93,1109867.76,1143354.97,1171666.62,1183126.31,1164471.83,2024-10-13
MercadoComercializacion,CARTAGO,NO REGULADO,4789.29,4824.64,4886.37,4949.78,4273.97,3011.29,2415.65,2488.93,2972.66,2841.38,2902.55,2860.0,3021.38,2910.46,2982.14,2277.57,2170.9,2491.06,3330.3,3509.82,3482.55,3298.56,3263.41,3196.05,2024-10-13
MercadoComercializacion,CARTAGO,REGULADO,14449.4,13421.34,12833.59,12418.44,12242.74,11983.7,11829.42,12812.27,13721.76,15042.79,16355.26,17371.7,18294.52,17913.41,18401.87,13221.92,13859.4,15145.72,17330.63,17676.34,17310.24,16270.43,14832.88,13739.67,2024-10-13
MercadoComercializacion,CASANARE,NO REGULADO,6416.4,6375.49,6301.27,5371.65,4597.71,4400.78,4388.93,5142.27,5765.72,6159.1,6712.49,7045.9,6622.62,6320.11,5902.87,5550.11,5527.84,5556.64,4809.37,3955.69,3767.32,4236.37,4011.82,4051.53,2024-10-13
MercadoComercializacion,CASANARE,REGULADO,61073.86,58592.96,56938.71,55478.67,54954.37,52638.21,49976.91,52049.43,55250.53,58773.05,61088.6,63524.56,64431.87,64362.41,65694.79,66086.05,66439.46,67826.13,74915.33,71054.02,68895.99,65872.58,62859.18,59450.65,2024-10-13
MercadoComercializacion,CAUCA,NO REGULADO,30878.54,31305.8,33592.24,33249.36,30516.01,29251.88,23533.47,19863.43,18875.78,19458.83,20371.04,22192.63,20100.84,20687.7,20464.03,19453.61,21383.24,23520.38,28018.08,27463.05,29864.54,27928.6,26637.56,27871.29,2024-10-13
MercadoComercializacion,CAUCA,REGULADO,64599.74,59230.02,58584.44,56231.88,56243.2,59128.52,66478.07,72075.07,76268.97,81498.02,83429.19,87476.68,87228.56,84748.46,81546.85,80732.08,79842.24,85105.34,100380.47,102899.68,96312.14,85998.85,75232.84,67614.18,2024-10-13
MercadoComercializacion,CHOCO,NO REGULADO,2305.49,2280.59,2224.54,2319.84,2129.57,2164.01,2046.89,2047.66,2144.83,2199.52,2167.89,2280.22,2243.79,2223.29,2324.06,2319.06,2355.95,2261.78,2191.27,2015.25,2109.79,2234.61,2289.32,2306.42,2024-10-13
MercadoComercializacion,CHOCO,REGULADO,21746.76,22272.69,21880.16,21317.83,21163.78,21201.14,21476.18,22795.79,25595.38,29291.05,30504.08,31203.91,31713.87,31194.36,29409.61,28590.56,28482.99,29188.16,31776.46,31802.01,30722.23,29459.17,27600.21,25708.83,2024-10-13
MercadoComercializacion,GUAVIARE,REGULADO,7912.12,7576.13,7356.88,7205.45,7166.14,7061.57,7059.55,7675.54,8611.89,9300.69,9964.0,10495.56,10848.74,10919.37,10820.01,10794.59,10698.55,10519.34,11756.36,11698.51,11375.27,10772.7,9992.03,9303.69,2024-10-13
MercadoComercializacion,HUILA,NO REGULADO,39051.32,38284.85,38117.95,38149.63,36653.45,33246.72,28841.02,24945.06,25274.97,18683.12,21138.21,19017.03,20639.99,23688.11,24717.21,22445.96,27561.5,33632.11,37038.24,37103.38,36737.68,36210.16,36121.81,36379.21,2024-10-13
MercadoComercializacion,HUILA,REGULADO,93636.89,88634.61,85598.69,83019.33,81914.75,81035.06,82026.54,87769.66,94583.0,98661.92,104436.97,109500.58,112796.72,112202.02,112114.21,113523.71,112387.37,114428.21,132671.5,134175.95,128696.1,119649.98,108890.84,99366.13,2024-10-13
MercadoComercializacion,META,NO REGULADO,236125.98,231135.62,238302.03,237040.99,236725.58,234143.2,212914.32,199340.48,191121.43,177783.36,173289.04,176314.28,184660.39,178022.02,190518.81,206262.45,219410.5,224706.89,238089.46,235887.91,235652.22,233149.2,228462.05,228621.39,2024-10-13
MercadoComercializacion,META,REGULADO,106038.5,101521.19,97341.75,93992.06,92596.56,88803.41,99882.37,108658.73,116186.03,130155.74,140469.72,144935.95,147330.92,151391.48,149734.63,144696.72,142486.81,149961.74,158095.08,157416.39,155045.81,148497.19,137698.94,127977.39,2024-10-13
MercadoComercializacion,NARIÑO,NO REGULADO,11050.62,11238.47,11376.34,10896.21,11236.12,10759.63,2106.43,2413.02,2588.78,2577.96,2621.51,2877.06,2893.91,2964.87,2958.01,2832.59,2991.3,2867.31,11497.96,11419.93,11245.06,10948.65,10718.12,10625.24,2024-10-13
